Soru_ID,Baslik,Aciklama_No,Ornek_No,Ornek_Tipi,Senaryo,Soru,Kategori,Sik_Sayisi,A,B,C,D,Dogru_Sik,Dogru_Cevap,Dogru_Cevap_Gerekce,Kaynak_Yorum
342,Madde 44 Düzeltilebilir hatalar,44-10,44-14,Örnek,"Madde 44 Düzeltilebilir hatalar | 44-10
Açıklama: Hata düzeltildikten sonra, yapılan düzeltme hak edilen serbest atış ya da atışların verilmesini içermediği sürece oyun, hatanın düzeltilmesi için durdurulduğu en yakın yerden devam edecektir. (a) Hata yapıldıktan sonra takım kontrolü değişmediyse oyun, herhangi bir son serbest atış sonrasında olduğu gibi devam edecektir. (b) Hata yapıldıktan sonra takım kontrolü değişmediyse ve aynı takım sayı atarsa hata dikkate alınmayacaktır. Oyun, normal bir başarılı sayı sonrasında olduğu gibi devam edecektir.
Örnek 44-14: B1, A1'e faul yapar. Bu, B takımının o çeyrekteki beşinci takım faulüdür. A1'e 2 serbest atış hakkı yerine yanlışlıkla topu oyuna sokma hakkı verilir. Topun oyuna sokulmasından sonra A2 sayı kaydeder. Top canlanmadan önce hakemler hatayı fark ederler.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,"Hata dikkate alınmayacaktır. Oyun, herhangi bir başarılı sayı sonrasında olduğu gibi devam edecektir.",Yukarıdakilerin hiçbiri,,,A,"Hata dikkate alınmayacaktır. Oyun, herhangi bir başarılı sayı sonrasında olduğu gibi devam edecektir.",,"Hata dikkate alınmayacaktır. Oyun, herhangi bir başarılı sayı sonrasında olduğu gibi devam edecektir."
343,Madde 44 Düzeltilebilir hatalar,44-10,44-15,Örnek,"Madde 44 Düzeltilebilir hatalar | 44-10
Açıklama: Hata düzeltildikten sonra, yapılan düzeltme hak edilen serbest atış ya da atışların verilmesini içermediği sürece oyun, hatanın düzeltilmesi için durdurulduğu en yakın yerden devam edecektir. (a) Hata yapıldıktan sonra takım kontrolü değişmediyse oyun, herhangi bir son serbest atış sonrasında olduğu gibi devam edecektir. (b) Hata yapıldıktan sonra takım kontrolü değişmediyse ve aynı takım sayı atarsa hata dikkate alınmayacaktır. Oyun, normal bir başarılı sayı sonrasında olduğu gibi devam edecektir.
Örnek 44-15: B1, dripling yapan A1'e faul yapar. Bu, B takımının o çeyrekteki beşinci takım faulüdür. Hakemler bu sırada A1'in formasında yanlış logo olduğunu fark ederler. A1, logosunu örtmek için takım menajerinden yardım alır ve bu nedenle A6 ile değiştirilir. A1’e 2 serbest atış kullanması yerine, A takımına hatalı bir şekilde topu oyuna sokma hakkı verilir. Hakemler hatayı fark ettiğinde topu oyuna sokacak olan A2, oyun sahasındaki A3'e topu pas olarak vermiştir ve bu sırada oyun hemen durdurulur.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,free_throws,3,2 serbest atış,1 serbest atış,3 serbest atış,,A,2 serbest atış,,"Hata hala düzeltilebilir. A1, delegasyon üyesinden yardım aldığı için değiştirilmiştir ve oyun saati tekrar başlayıp durduğundan dolayı A1 tekrar oyuna girecek ve 2 serbest atış kullanacaktır. Oyun, herhangi bir son serbest atış sonrasında olduğu gibi devam edecektir."
344,Madde 44 Düzeltilebilir hatalar,44-10,44-16,Örnek,"Madde 44 Düzeltilebilir hatalar | 44-10
Açıklama: Hata düzeltildikten sonra, yapılan düzeltme hak edilen serbest atış ya da atışların verilmesini içermediği sürece oyun, hatanın düzeltilmesi için durdurulduğu en yakın yerden devam edecektir. (a) Hata yapıldıktan sonra takım kontrolü değişmediyse oyun, herhangi bir son serbest atış sonrasında olduğu gibi devam edecektir. (b) Hata yapıldıktan sonra takım kontrolü değişmediyse ve aynı takım sayı atarsa hata dikkate alınmayacaktır. Oyun, normal bir başarılı sayı sonrasında olduğu gibi devam edecektir.
Örnek 44-16: B1, dripling yapan A1'e faul yapar. Bu, B takımının o çeyrekteki beşinci takım faulüdür. Hakemler bu sırada A1'in formasında yanlış logo olduğunu fark ederler. A1, logosunu örtmek için takım menajerinden yardım alır ve bu nedenle A1, A6 ile değiştirilir. A1’e 2 serbest atış kullanması yerine, A takımına hatalı bir şekilde topu oyuna sokma hakkı verilir. Topun oyuna sokulması sırasında, saha içindeki herhangi bir oyuncu topa dokunmadan önce hakemler hatayı fark ederler ve oyunu hemen durdururlar.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,free_throws,3,2 serbest atış,1 serbest atış,3 serbest atış,,A,2 serbest atış,,"Hata hala düzeltilebilir. A1, A takımına eşlik eden delegasyon üyesinden yardım aldığı için değiştirildiğinden ve oyun saati henüz başlamadığından dolayı A6, 2 serbest atış kullanacaktır. Oyun, herhangi bir son serbest atış sonrasında olduğu gibi devam edecektir."
345,Madde 44 Düzeltilebilir hatalar,44-17,44-18,Örnek,"Madde 44 Düzeltilebilir hatalar | 44-17
Açıklama: Maç saatindeki süreyle ilgili bir hata, başhakem müsabaka cetvelini imzalamadan önce herhangi bir zamanda hakemler tarafından düzeltilebilir.
Örnek 44-18: Dördüncü çeyrekte oyun saatinde 7 saniye kala ve skor A 76 - B 76 iken, A takımına ön sahasından topu oyuna sokma hakkı verilir. Top, oyun sahasındaki bir oyuncuya dokunduktan sonra oyun saati 3 saniye geç başlar. 4 saniye sonra A1 bir sahadan barılı bir sayı atar. Bu sırada hakemler, oyun saatinin 3 saniye geç başladığı şeklindeki hatayı fark ederler.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,foul,3,Diskalifiye edici faul,Sportmenlik dışı faul,Teknik faul,,A,Diskalifiye edici faul,,"Hakemler, A1'in şutunun kalan 7 saniyelik oyun süresi içinde atıldığını kabul ederse, A1'in sayısı geçerli olacaktır. Ayrıca hakemler, oyun saatinin 3 saniye geç başladığını kabul ederlerse, süre kalmamıştır. Hakemler oyunun bittiğine karar verir. B – Maç Kağıdı – Diskalifiye edici fauller"
346,F-1 Tanım,F-1.3,F-1.2,Örnek,"F-1 Tanım | F-1.3
Açıklama: Maçtan önce başhakem, Anlık Tekrar Sistemi donanımını onaylayacak ve her iki başantrenöre de kullanılabilir olduğu konusunda bilgi verecektir. İnceleme için yalnızca başhakem tarafından onaylanan Anlık Tekrar Sistemi donanımını kullanılabilir.
Örnek F-1.2: A1’in sahadan sayı amacıyla şut girişimi başarılıdır, bu sırada oyun saati oyunun sonu için sesli işaretini verir. Onaylanmış bir Anlık Tekrar Sistemi donanımı mevcut değildir. B takımı menajeri, maçı takımının video kamerasıyla yüksek bir konumdan kaydettiklerini belirtir ve video görüntüsünü inceleme için hakemlere sunar.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,B takımı menajerinin Anlık Tekrar Sistemi incelemesi için takımının videosunu kullanma isteği reddedilecektir.,Yukarıdakilerin hiçbiri,,,A,B takımı menajerinin Anlık Tekrar Sistemi incelemesi için takımının videosunu kullanma isteği reddedilecektir.,,B takımı menajerinin Anlık Tekrar Sistemi incelemesi için takımının videosunu kullanma isteği reddedilecektir.
347,F-2 Genel prensipler,F-2.1,F-2.2,Örnek,"F-2 Genel prensipler | F-2.1
Açıklama: Bir çeyreğin veya uzatmanın sonunda Anında Tekrar Sistemi incelemesi olması durumunda hakemler her iki takımı da sahada tutacaktır. Çeyrekler veya uzatmadan önceki oyun arası ancak hakem nihai kararı bildirdikten sonra başlayacaktır.
Örnek F-2.2: A1’in sahadan bir şut girişimi başarılıdır. Yaklaşık olarak aynı anda oyun saati çeyreğin sonu için sesli işaret verir. Hakemler şutun oyun süresi içerisinde atılıp atılmadığından emin olamazlar ve Anlık Tekrar Sistemi incelemesini kullanmaya karar verirler. Takımlar, takım sıralarına doğru gitmektedirler.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,"Hakemler her iki takımı da oyun sahasında tutacaklardır. Oyun arası, hakem son kararını bildirdikten sonra başlayacaktır.",Yukarıdakilerin hiçbiri,,,A,"Hakemler her iki takımı da oyun sahasında tutacaklardır. Oyun arası, hakem son kararını bildirdikten sonra başlayacaktır.",,"Hakemler her iki takımı da oyun sahasında tutacaklardır. Oyun arası, hakem son kararını bildirdikten sonra başlayacaktır."
348,F-2 Genel prensipler,F-2.3,F-2.4,Örnek,"F-2 Genel prensipler | F-2.3
Açıklama: Anlık Tekrar Sistemi incelemesi, incelenebilecek pozisyonu takip eden ilk fırsatta hakemler tarafından yapılır. Buna uygun durum, oyun saati durduğunda ve top öldüğünde yapılır. Ancak, başarılı bir sayıdan sonra hakemler oyunu durdurmazlarsa, Anlık Tekrar Sistemi incelemesi hakemlerin herhangi bir takımı dezavantajlı duruma düşürmeden oyunu durdurduğu ilk fırsatta yapılacaktır.
Örnek F-2.4: A1’in sahadan bir şut girişimi başarılıdır. Oyun, B1'in topu oyuna sokmasıyla devam eder ve B takımı hızlı hücum başlar. Hakemler A1'in şutunun 3 sayılık bölgeden çıkıp çıkmadığından emin olamazlar ve Anlık Tekrar Sistemi incelemesi incelemesini kullanmaya karar verirler.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,"Anlık Tekrar Sistemi incelemesi amacıyla oyunu durdurmak için ilk fırsat, sayıdan sonra topun ölü olmasıdır. Oyun sırasında hakemlerin incelemeyi gerçekleştirm…",Yukarıdakilerin hiçbiri,,,A,"Anlık Tekrar Sistemi incelemesi amacıyla oyunu durdurmak için ilk fırsat, sayıdan sonra topun ölü olmasıdır. Oyun sırasında hakemlerin incelemeyi gerçekleştirm…",,"Anlık Tekrar Sistemi incelemesi amacıyla oyunu durdurmak için ilk fırsat, sayıdan sonra topun ölü olmasıdır. Oyun sırasında hakemlerin incelemeyi gerçekleştirmek için yeterli zamanları olmayabilir. Bu durumda hakemler hızlı hücum biter bitmez veya sayıdan sonra oyun ilk durduğu anda B takımını dezavantajlı duruma düşürmeden oyunu durduracaktır."
349,F-2 Genel prensipler,F-2.5,F-2.6,Örnek,"F-2 Genel prensipler | F-2.5
Açıklama: Bir mola veya oyuncu değişikliği talebi, Anlık Tekrar Sistemi incelemesi sona erdikten ve hakem son kararını bildirdikten sonra iptal edilebilir.
Örnek F-2.6: A1’in sahadan bir şut girişimi başarılıdır. B takımı başantrenörü mola ister. Hakemler, A1'in şutunun 3 sayılık bölgeden atılıp atılmadığından emin değillerdir ve Anlık Tekrar Sistemi incelemesini kullanmaya karar verirler. İnceleme sırasında B takımı başantrenörü mola talebini iptal etmek ister.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,"B takımının mola talebi, hakem kesin Anlık Tekrar Sistemi kararını bildirene kadar uygulanmayacaktır. Mola talebi, Anlık Tekrar Sistemi incelemesinin ardından,…",Yukarıdakilerin hiçbiri,,,A,"B takımının mola talebi, hakem kesin Anlık Tekrar Sistemi kararını bildirene kadar uygulanmayacaktır. Mola talebi, Anlık Tekrar Sistemi incelemesinin ardından,…",,"B takımının mola talebi, hakem kesin Anlık Tekrar Sistemi kararını bildirene kadar uygulanmayacaktır. Mola talebi, Anlık Tekrar Sistemi incelemesinin ardından, hakemin son kararını bildirmesi sonrasında iptal edilebilir. 1 EKİM 2020 – v.1.0 TÜRKİYE BASKETBOL FEDERASYONU 91"
350,F-2 Genel prensipler,F-2.5,F-2.7,Örnek,"F-2 Genel prensipler | F-2.5
Açıklama: Bir mola veya oyuncu değişikliği talebi, Anlık Tekrar Sistemi incelemesi sona erdikten ve hakem son kararını bildirdikten sonra iptal edilebilir.
Örnek F-2.7: B1’e bir sportmenlik dışı faul verilir. Hakemler, B1'in faulünün sportmenlik dışı olup olmadığından emin değillerdir. B6, B1 ile değişmek ister. İnceleme sırasında B6, takım sırasına geri döner.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,substitution,2,Oyuncu değişikliği yapılır,Oyuncu değişikliğine izin verilmez,,,A,Oyuncu değişikliği yapılır,,"B6’nın oyuncu değişikliği talebi hakem kesin Anlık Tekrar Sistemi kararını bildirene kadar uygulanmayacaktır. Oyuncu değişikliği talebi, Anlık Tekrar Sistemi incelemesinin ardından, hakemin son kararını bildirmesi sonrasında iptal edilebilir. F-3.1 Çeyreğin veya her uzatmanın sonunda"
351,F-2 Genel prensipler,F-2.5,F-3.1.1,Örnek,"F-2 Genel prensipler | F-2.5
Açıklama: Bir mola veya oyuncu değişikliği talebi, Anlık Tekrar Sistemi incelemesi sona erdikten ve hakem son kararını bildirdikten sonra iptal edilebilir.
Örnek F-3.1.1: Oyun saati çeyreğin sonu için sesli işaret verdiğinde A1’in sahadan bir şut girişimi başarılıdır. Hakemler, A1'in şutunun oyun süresinin bitiminden önce elden çıkıp çıkmadığından emin değillerdir.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,"Anlık Tekrar Sistemi incelemesi çeyreğin sonunda, A1'in başarılı bir şutunun çeyreğin sonu için oyun saatinin sesli işaretinden önce elden çıkıp çıkmadığına ka…",Yukarıdakilerin hiçbiri,,,A,"Anlık Tekrar Sistemi incelemesi çeyreğin sonunda, A1'in başarılı bir şutunun çeyreğin sonu için oyun saatinin sesli işaretinden önce elden çıkıp çıkmadığına ka…",,"Anlık Tekrar Sistemi incelemesi çeyreğin sonunda, A1'in başarılı bir şutunun çeyreğin sonu için oyun saatinin sesli işaretinden önce elden çıkıp çıkmadığına karar vermek için kullanılabilir. Eğer inceleme, topun çeyrek için oyun süresinin bitiminden sonra atıldığını gösterirse, A1'in sayısı iptal edilecektir. Eğer inceleme, topun çeyrek için oyun süresinin bitiminden önce atıldığını gösterirse, başhakem A1'in sayısını başarılı olarak onaylayacaktır."
352,F-2 Genel prensipler,F-2.5,F-3.1.2,Örnek,"F-2 Genel prensipler | F-2.5
Açıklama: Bir mola veya oyuncu değişikliği talebi, Anlık Tekrar Sistemi incelemesi sona erdikten ve hakem son kararını bildirdikten sonra iptal edilebilir.
Örnek F-3.1.2: B takımı 2 sayı öndedir. Oyun saati ilk uzatmanın sonu için sesli işaret verdiğinde B1, A1'e faul yapar. Bu, B takımının dördüncü çeyrekteki beşinci takım faulüdür. Hakemler, B1’in faulünün ilk uzatmanın bitiminden önce olup olmadığından emin olmazlar.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,foul,3,Diskalifiye edici faul,Sportmenlik dışı faul,Teknik faul,,A,Diskalifiye edici faul,,"Anlık Tekrar Sistemi incelemesi her uzatmanın sonunda, B1’in faulünün oyun süresinin bitiminden önce olup olmadığına karar vermek için kullanılabilir. Eğer inceleme, B1'in faulünün oyun saati sesli işaretinden önce yapıldığını gösterirse, A1, 2 serbest kullanacaktır. Oyun herhangi bir son serbest atıştan sonra olduğu gibi, faulün yapıldığı anda oyun saatinde kalan süre ile devam edecektir. Eğer inceleme, B1'in faulünün oyun saati sesli işaretinden sonra meydana geldiğini ortaya koyarsa, yapılan faul sportmenlik dışı faul veya diskalifiye edici faul kriterlerini karşılamadığı ve ardından ikinci bir uzatma olmadığı sürece, B1'in faulü dikkate alınmayacaktır."
353,F-2 Genel prensipler,F-2.5,F-3.1.3,Örnek,"F-2 Genel prensipler | F-2.5
Açıklama: Bir mola veya oyuncu değişikliği talebi, Anlık Tekrar Sistemi incelemesi sona erdikten ve hakem son kararını bildirdikten sonra iptal edilebilir.
Örnek F-3.1.3: Oyun saati ikinci uzatmanın sonu için sesli işaret verdiğinde B1, 2 sayılık başarısız şutunda A1'e faul yapar.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,foul,3,Diskalifiye edici faul,Sportmenlik dışı faul,Teknik faul,,A,Diskalifiye edici faul,,"Anlık Tekrar Sistemi incelemesi ikinci uzatmanın sonunda oyun saatinin, ikinci uzatmanın sonu için sesli işaretinden önce B1’in faulünün olup olmadığına karar vermek için kullanılabilir. Eğer inceleme, faulün ikinci uzatmanın bitiminden önce gerçekleştiğini gösterirse A1, 2 serbest atış kullanacaktır. Oyun herhangi bir son serbest atıştan sonra olduğu gibi, faulün yapıldığı anda oyun saatinde kalan süre ile devam edecektir. Eğer inceleme, B1'in faulünün oyun saati sesli işaretinden sonra meydana geldiğini ortaya koyarsa, yapılan faul sportmenlik dışı faul veya diskalifiye edici faul kriterlerini karşılamadığı ve ardından ikinci bir uzatma olmadığı sürece, B1'in faulü dikkate alınmayacaktır."
354,F-2 Genel prensipler,F-2.5,F-3.1.4,Örnek,"F-2 Genel prensipler | F-2.5
Açıklama: Bir mola veya oyuncu değişikliği talebi, Anlık Tekrar Sistemi incelemesi sona erdikten ve hakem son kararını bildirdikten sonra iptal edilebilir.
Örnek F-3.1.4: Oyun saati çeyreğin sonu için sesli işaret verdiğinde A1’in sahadan 3 sayılık şut girişimi başarılıdır Hakemler, A1'in şutu sırasında sınır çizgisine temas edip etmediğinden emin değillerdir.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,"Anlık Tekrar Sistemi incelemesi çeyreğin sonunda, A1'in başarılı bir şutunun, çeyreğin sonu için oyun saatinin sesli işaretinden önce elden çıkıp çıkmadığına k…",Yukarıdakilerin hiçbiri,,,A,"Anlık Tekrar Sistemi incelemesi çeyreğin sonunda, A1'in başarılı bir şutunun, çeyreğin sonu için oyun saatinin sesli işaretinden önce elden çıkıp çıkmadığına k…",,"Anlık Tekrar Sistemi incelemesi çeyreğin sonunda, A1'in başarılı bir şutunun, çeyreğin sonu için oyun saatinin sesli işaretinden önce elden çıkıp çıkmadığına karar vermek için kullanılabilir. Bu durumda inceleme ayrıca saha dışı bir ihlalinin olup olmadığına karar vermek için de kullanılabilir, eğer öyleyse ayrıca oyun saatinde ne kadar süre gösterileceği için de kullanılabilir."
355,F-2 Genel prensipler,F-2.5,F-3.1.5,Örnek,"F-2 Genel prensipler | F-2.5
Açıklama: Bir mola veya oyuncu değişikliği talebi, Anlık Tekrar Sistemi incelemesi sona erdikten ve hakem son kararını bildirdikten sonra iptal edilebilir.
Örnek F-3.1.5: Oyun saati çeyreğin sonu için sesli işaret verdiğinde A1’in sahadan 2 sayılık şut girişimi başarılıdır Hakemler, A takımı tarafından bir şut saati ihlali olup olmadığından emin değillerdir.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,shot_clock,3,Şut saati ihlali: Top B takımına verilir,Atış saati değişmez (devam eder),Atış saati 14 saniyeye ayarlanır,,A,Şut saati ihlali: Top B takımına verilir,,"Anlık Tekrar Sistemi incelemesi, çeyreğin sonunda, başarılı bir şutun çeyreğin sonu için oyun saatinin sesli işaretinde önce elden çıkıp çıkmadığına karar vermek için kullanılabilir. İnceleme ayrıca, A takımı tarafından bir şut saati ihlali olup olmadığına karar vermek için de kullanılabilir. Eğer inceleme A1'in sahadan attığı başarılı bir şutun, çeyreğin sonu için oyun saatinin sesli işaretinden 0.4 saniye önce elden çıktığını gösterirse ve eğer ayrıca inceleme A1'in başarılı şutundan 0.2 saniye önce şut saatinin sesli işaret verdiğinde topun A1’in ellerini terk etmediğini gösterirse A1’in atışı geçerli sayılmaz. Oyun B takımı tarafından, şut saati ihlalinin meydana geldiği en yakın yerden topu oyuna sokmasıyla devam edecektir. B takımının oyun saatinde 0.6 saniyesi olacaktır. Şut saati kapatılacaktır."
356,F-2 Genel prensipler,F-2.5,F-3.1.6,Örnek,"F-2 Genel prensipler | F-2.5
Açıklama: Bir mola veya oyuncu değişikliği talebi, Anlık Tekrar Sistemi incelemesi sona erdikten ve hakem son kararını bildirdikten sonra iptal edilebilir.
Örnek F-3.1.6: Oyun saati ikinci çeyreğin sonu için sesli işaret verdiğinde A1’in sahadan bir şut girişimi başarılıdır. Hakemler, A1'in başarılı şutunun oyun saati çeyreğin sonu için sesli işaret vermeden önce elden çıkıp çıkmadığını, eğer öyleyse A takımının 8 saniye kuralını ihlal edip etmediğinden emin değillerdir.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,possession,3,Top A takımına verilir (oyuna sokma),Top A takımında (A oyuna sokar),Top B takımında (B oyuna sokar),,A,Top A takımına verilir (oyuna sokma),,"Anlık Tekrar Sistemi incelemesi çeyreğin sonunda, A1'in başarılı bir şutunun çeyreğin sonu için oyun saatinin sesli işaretinde önce elden çıkıp çıkmadığına karar vermek için kullanılabilir. Anlık Tekrar Sistemi incelemesi ayrıca, A takımı tarafından bir 8 saniye ihlalinin olup olmadığına karar vermek için de kullanılabilir. Eğer inceleme, A1'in sahadan attığı başarılı bir şutun, çeyreğin sonu için oyun saatinin sesli işaretinden önce elden çıktığını gösterirse ve eğer ayrıca inceleme A1'in başarılı şutundan önce, A takımının oyun saati 3.4 saniye gösterdiğinde 8 saniye kuralını ihlal ettiğini gösteriyorsa A1’in sayısı geçerli sayılmaz. Oyun B takımı tarafında, 8 saniye ihlalinin meydana geldiği ön sahasındaki en yakın yerden topu oyuna sokmasıyla devam edecektir. B takımının oyun saatinde 3.4 saniyesi olacaktır. Şut saati kapatılacaktır. Eğer inceleme A takımının 8 saniye kuralını ihlal etmediğini gösterirse A1'in sayısı geçerli sayılacaktır. İkinci çeyrek sona ermiştir. İkinci devre, orta çizgi uzantısından pozisyon sırasına göre topun oyuna sokulmasıyla başlayacaktır."
357,F-2 Genel prensipler,F-2.5,F-3.1.7,Örnek,"F-2 Genel prensipler | F-2.5
Açıklama: Bir mola veya oyuncu değişikliği talebi, Anlık Tekrar Sistemi incelemesi sona erdikten ve hakem son kararını bildirdikten sonra iptal edilebilir.
Örnek F-3.1.7: Oyun saatinde 2.5 saniye kala A1, sahadan bir şut girişiminde bulunur. Top çembere temas eder, B1 ribaundu alır ve dripling başlatır. Bu sırada oyun saati, oyunun sonu için sesli işaret verir. Hakemler, B1'in ribaund sonrasında topla oyun sahasına inerken saha dışına çıkıp çıkmadığından emin değillerdir.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,statement,2,"Anlık Tekrar Sistemi incelemesi, atış yapmayan bir oyuncunun saha dışı olup olmadığına karar vermek için kullanılamaz. F-3.2 Oyun saati dördüncü çeyrekte ve he…","Anlık Tekrar Sistemi incelemesi, atış yapmayan bir oyuncunun saha dışı olup olmadığına karar vermek için kullanılabilir. F-3.2 Oyun saati dördüncü çeyrekte ve he…",,,A,"Anlık Tekrar Sistemi incelemesi, atış yapmayan bir oyuncunun saha dışı olup olmadığına karar vermek için kullanılamaz. F-3.2 Oyun saati dördüncü çeyrekte ve he…",,"Anlık Tekrar Sistemi incelemesi, atış yapmayan bir oyuncunun saha dışı olup olmadığına karar vermek için kullanılamaz. F-3.2 Oyun saati dördüncü çeyrekte ve her uzatmada 2:00 veya daha az gösterdiğinde"
358,F-2 Genel prensipler,F-2.5,F-3.2.1,Örnek,"F-2 Genel prensipler | F-2.5
Açıklama: Bir mola veya oyuncu değişikliği talebi, Anlık Tekrar Sistemi incelemesi sona erdikten ve hakem son kararını bildirdikten sonra iptal edilebilir.
Örnek F-3.2.1: Dördüncü çeyrekte oyun saatinde 1:41 kala şut saati sesli işaret verdiğinde A1’in sahadan bir şut girişimi başarılıdır. Şut saati sesli işaret verdiğinde hakemler, topun şut saati sesli işaretinden önce elden çıkıp çıkmadığından emin değiller. (a) başarılı bir sayı sonrasında B takımı tarafından topun oyuna sokulması için top canlanmadan önce. (b) başarılı bir sayı sonrasında B takımı tarafından topun oyuna sokulması için top canlandıktan sonra hakemler oyunu herhangi bir nedenle durdurur durdurmaz. (c) topun canlanmasını takiben hakemler tarafından oyunun ilk olarak durdurulmasından sonra.",Aşağıdaki örneğe göre bu durumda doğru karar hangisidir?,shot_clock,3,Şut saati ihlali: Top B takımına verilir,Atış saati değişmez (devam eder),Atış saati 14 saniyeye ayarlanır,,A,Şut saati ihlali: Top B takımına verilir,,"Anlık Tekrar Sistemi incelemesi oyun saati dördüncü çeyrekte 2:00 veya daha az gösterdiğinde, A1'in başarılı bir şutunun şut saati sesli işareti vermeden önce elden çıkıp çıkmadığına karar vermek için kullanılabilir. Hakemler sayı amacıyla sahadan yapılan başarılı bir atışın şut saatinin sesli işaretinden önce elden çıkıp çıkmadığına bakmak için top sepete girer girmez ve oyun saati durur durmaz oyunu derhal durdurmaya yetkilidirler. İnceleme en geç, hakemlerin oyunu ilk kez durdurmasının ardından top canlı hale gelene kadar yapılabilir. (a) hakemler oyunu derhal durduracak ve oyuna devam etmeden önce inceleme yapacaktır. (b) Hakemler incelemeyi, incelenebilecek pozisyonu için durum oluştuktan sonra herhangi bir nedenle oyunu durdurduklarında yapacaklardır. (c) İnceleme için belirlenen zaman süresi, hakemler tarafından oyun ilk kez durdurulduğunda top canlı olduğundan dolayı sona ermiştir. İlk verilen karar geçerliliğini korur. (a) veya (b)'de inceleme şut saati sesli işaretini verdiğinde topun hala A1'in ellerinde olduğunu gösteriyorsa bu bir şut saati ihlalidir. A1'in sayısı geçerli sayılmayacaktır. (a) oyun B takımı tarafından serbest atış çizgisi uzantısından topu oyuna sokmasıyla devam edecektir. (b) oyun topun kontrolüne sahip olan veya oyun durdurulduğunda topa sahip olma hakkı olan takımın topun bulunduğu en yakın yerden topu oyuna sokmasıyla veya varsa serbest atışlarla devam edecektir. (a) veya (b) inceleme şut saatinin sesli işaretinden önce topun A1'in başarılı bir atış için ellerini terk ettiğini belirtirse şut saati işareti göz ardı edilecektir. A1'in sayısı geçerli sayılacaktır. (a) oyun herhangi bir başarılı atış sonrasında olduğu gibi B takımının kendi dip çizgisinden topu oyuna sokmasıyla devam edecektir. (b) oyun topun kontrolüne sahip olan veya oyun durdurulduğunda topa sahip olma hakkı olan takımın topun bulunduğu en yakın yerden topu oyuna sokmasıyla veya varsa serbest atışlarla devam edecektir."
